student_id,gender,age,parent_education,attendance_rate,study_hours,previous_gpa,final_grade,assignment_score_avg,exam_score_avg,class_participation,late_submissions,previous_gpa_sem1,previous_gpa_sem2
S23691,Male,17,Bachelor,0.65,3.0,6.39,54.1,53.8,65.7,8.0,5,5.95,7.01
S23692,Male,19,PhD,0.79,6.1,5.1,81.2,87.0,80.3,9.6,2,4.67,5.15
S23693,Male,21,Master,0.97,3.5,7.85,84.2,75.5,82.3,10.0,0,7.79,8.45
S23694,Male,23,PhD,0.73,4.6,6.18,58.7,58.4,71.3,7.9,4,6.05,6.69
S23695,Male,19,Master,0.72,6.3,8.12,73.4,73.1,94.8,7.5,4,7.83,8.27
S23696,Female,23,Master,0.91,5.3,8.02,82.6,78.6,78.7,9.2,0,7.47,8.28
S23697,Male,17,Master,0.98,2.4,6.9,63.0,56.7,56.7,10.0,0,6.36,7.09
S23698,Female,18,Bachelor,1.0,5.7,5.24,88.1,91.3,83.0,10.0,1,5.24,5.31
S23699,Female,24,Master,0.62,1.3,9.3,50.7,42.2,50.0,7.6,5,8.76,9.45
S23700,Female,21,Master,0.65,6.6,8.69,84.1,76.7,100.0,6.6,3,8.16,9.24
S23701,Female,24,High School,0.95,6.6,9.95,92.0,86.3,100.0,10.0,1,9.26,10.0
S23702,Female,20,Master,0.86,2.9,8.1,63.0,55.3,62.3,9.0,1,7.97,8.69
S23703,Female,23,High School,0.62,4.8,7.0,69.2,61.3,76.6,8.0,3,6.84,7.53
S23704,Female,23,Bachelor,0.92,1.5,9.07,68.3,58.5,55.0,9.4,1,8.76,9.27
S23705,Male,20,High School,0.84,4.7,8.57,72.7,59.0,84.8,10.0,1,8.03,8.63
S23706,Male,24,Master,0.67,4.0,5.5,61.2,58.3,65.8,8.5,4,5.5,5.56
S23707,Male,23,High School,0.7,4.6,7.21,65.2,59.5,71.7,8.3,4,6.54,7.43
S23708,Female,18,Bachelor,0.76,3.1,9.05,71.7,68.0,81.6,8.7,3,8.67,9.52
S23709,Male,17,Master,0.72,2.4,5.55,43.7,51.8,42.1,8.4,3,5.4,5.76
S23710,Male,21,Master,0.64,4.8,5.98,63.5,52.0,71.6,8.4,4,5.3,6.62
S23711,Female,22,PhD,0.69,2.8,6.79,56.5,52.6,50.2,7.1,4,6.29,7.39
S23712,Male,20,Master,0.99,6.5,8.73,79.7,89.0,93.5,10.0,2,8.38,9.05
S23713,Male,17,High School,0.74,6.3,5.06,71.9,77.2,81.3,8.4,3,4.83,5.68
S23714,Male,18,Master,0.66,1.6,5.94,42.5,43.3,35.0,6.7,3,5.82,6.04
S23715,Male,19,Master,0.97,3.3,8.86,85.3,70.7,83.4,10.0,0,8.75,9.5
S23716,Female,22,Master,0.61,7.4,8.45,68.2,66.8,94.2,7.9,4,7.89,8.96
S23717,Male,24,Bachelor,0.99,7.9,9.36,96.3,97.2,100.0,10.0,0,9.07,9.84
S23718,Female,24,Master,0.68,3.4,9.99,67.1,60.7,68.1,8.4,3,9.8,10.0
S23719,Male,22,PhD,0.77,6.4,5.15,73.6,78.4,75.4,9.3,4,5.01,5.83
S23720,Male,22,Master,0.96,5.1,9.88,80.9,76.7,85.5,10.0,0,9.22,10.0
S23721,Female,21,Master,0.9,5.9,8.98,85.0,79.6,100.0,10.0,3,8.83,9.16
S23722,Male,17,Bachelor,0.81,6.5,8.11,82.6,77.5,100.0,8.8,2,8.03,8.4
S23723,Female,20,PhD,0.8,4.0,8.48,62.5,67.2,60.7,8.1,3,8.35,8.75
S23724,Female,21,Master,0.79,3.7,9.78,77.3,71.9,82.2,9.0,2,9.09,10.0
S23725,Female,23,PhD,0.78,5.0,5.18,71.2,69.1,68.0,9.4,2,4.89,5.39
S23726,Male,19,High School,0.97,1.3,7.62,73.4,58.3,52.9,10.0,0,7.51,7.82
S23727,Male,23,High School,0.64,5.8,6.83,67.6,62.5,83.7,6.9,4,6.55,7.44
S23728,Male,20,PhD,0.68,6.0,8.06,76.1,71.2,94.4,7.1,3,7.48,8.75
S23729,Female,23,PhD,0.68,4.3,7.53,55.4,62.0,75.6,8.1,5,7.28,7.75
S23730,Male,24,Bachelor,0.85,5.1,5.54,75.6,67.2,68.9,9.3,1,4.91,5.85
S23731,Male,21,Bachelor,0.65,4.8,6.06,61.3,55.8,77.8,6.7,3,5.61,6.7
S23732,Female,19,High School,0.86,1.6,6.57,61.5,49.1,53.2,8.9,1,6.09,7.18
S23733,Female,20,PhD,0.91,1.8,5.24,50.6,52.3,34.5,10.0,2,4.98,5.87
S23734,Male,18,PhD,0.9,4.6,8.46,81.0,70.3,80.8,10.0,3,8.37,9.0
S23735,Male,19,Bachelor,0.82,7.1,7.16,86.7,82.9,94.9,9.1,3,7.05,7.22
S23736,Male,20,Master,0.79,6.3,9.32,85.7,78.7,100.0,8.8,2,9.1,9.95
S23737,Male,19,Master,0.68,2.3,8.77,55.8,56.1,55.5,8.2,5,8.21,9.3
S23738,Male,21,PhD,0.63,4.0,5.39,56.2,58.8,55.5,7.0,3,5.14,5.76
S23739,Female,23,High School,0.95,7.5,9.19,88.5,92.5,98.1,10.0,2,9.1,9.85
S23740,Male,23,High School,0.63,7.1,5.55,67.3,72.5,81.2,7.4,5,5.14,6.17
S23741,Female,18,Master,0.66,3.4,9.31,69.0,58.2,78.7,7.3,3,8.89,9.95
S23742,Male,20,High School,0.63,5.7,6.74,68.1,66.6,79.8,6.9,5,6.36,6.87
S23743,Female,21,Master,0.89,4.6,8.25,68.1,71.3,70.3,9.4,2,7.96,8.83
S23744,Male,20,Bachelor,0.62,7.0,7.28,77.3,65.6,100.0,7.9,4,7.27,7.3
S23745,Male,20,Bachelor,0.72,3.0,8.77,66.7,56.7,75.7,8.7,3,8.29,9.3
S23746,Female,23,Master,0.68,7.3,9.6,78.0,81.0,100.0,7.5,5,9.33,10.0
S23747,Male,20,Bachelor,0.74,1.9,8.89,56.7,51.0,53.8,7.8,2,8.37,8.93
S23748,Female,17,High School,0.76,1.4,5.49,54.2,47.3,41.1,9.0,3,5.25,6.06
S23749,Female,21,Bachelor,0.65,1.5,9.59,58.9,34.7,71.5,8.4,5,8.95,10.0
S23750,Male,19,High School,0.94,5.2,5.72,79.6,78.9,63.5,10.0,0,5.66,5.74
S23751,Male,23,Master,0.91,4.6,8.87,80.3,71.1,82.3,10.0,1,8.22,8.94
S23752,Female,23,Bachelor,0.76,7.6,6.24,78.0,83.1,93.8,8.7,3,5.64,6.46
S23753,Female,19,Master,0.81,6.9,5.74,72.4,76.5,85.3,8.5,3,5.25,6.35
S23754,Male,19,Master,0.71,1.3,9.12,53.6,42.1,49.6,8.6,2,8.9,9.5
S23755,Female,23,PhD,0.73,3.7,9.03,70.8,65.7,89.0,8.2,3,8.71,9.07
S23756,Male,23,High School,0.98,3.1,9.25,72.7,63.9,63.2,10.0,0,9.21,9.27
S23757,Female,17,PhD,0.88,7.6,7.87,86.6,89.3,100.0,9.4,2,7.74,8.29
S23758,Male,23,Master,0.94,5.4,5.99,78.4,80.3,73.9,10.0,0,5.56,6.61
S23759,Female,20,PhD,0.75,5.8,7.08,77.2,74.0,80.9,8.9,4,6.48,7.38
S23760,Female,22,Bachelor,0.62,8.0,9.9,80.6,73.2,100.0,7.8,5,9.49,10.0
S23761,Female,24,Master,0.63,3.1,6.15,44.5,48.0,45.8,7.7,5,5.9,6.25
S23762,Female,20,High School,0.85,5.0,6.81,71.1,72.2,70.5,10.0,1,6.59,7.23
S23763,Male,19,PhD,0.62,7.7,5.66,73.4,66.5,100.0,7.8,4,5.21,5.83
S23764,Female,17,High School,0.92,4.2,10.0,84.9,76.0,92.0,10.0,1,9.9,10.0
S23765,Female,18,Bachelor,0.93,3.9,7.69,80.1,76.9,71.8,10.0,1,7.17,7.91
S23766,Male,22,PhD,0.92,2.1,8.45,68.6,59.5,54.1,10.0,0,8.43,9.12
S23767,Male,19,Bachelor,0.77,3.4,8.78,65.7,61.7,72.1,8.5,3,8.6,9.4
S23768,Female,18,Master,0.91,1.2,8.58,66.4,57.7,51.8,10.0,2,7.99,9.13
S23769,Female,20,High School,0.88,2.0,9.03,68.7,61.5,58.0,9.2,1,8.68,9.09
S23770,Female,24,Bachelor,0.93,5.7,6.29,84.3,87.2,90.0,9.4,0,5.72,6.82
S23771,Female,20,Master,0.95,5.0,5.8,77.1,70.1,71.2,9.8,2,5.2,5.87
S23772,Male,24,High School,0.74,6.4,7.57,80.4,69.1,93.3,8.7,2,6.95,7.91
S23773,Female,24,Master,0.77,7.6,6.56,81.9,77.4,97.9,9.3,4,6.33,6.59
S23774,Male,24,High School,0.73,6.9,5.74,74.5,78.1,79.0,7.4,4,5.23,6.13
S23775,Female,17,PhD,0.75,1.6,5.64,46.3,49.3,37.4,9.2,3,5.62,5.72
S23776,Female,22,High School,0.99,2.3,5.28,69.8,65.1,49.4,10.0,1,4.76,5.9
S23777,Female,24,High School,0.63,3.3,5.72,45.6,51.1,38.6,6.6,3,5.02,6.07
S23778,Male,18,PhD,0.68,6.1,9.82,75.8,70.9,100.0,7.9,5,9.29,9.87
S23779,Male,21,High School,0.8,4.7,9.23,77.2,63.2,85.4,8.5,2,8.77,9.62
S23780,Male,24,PhD,0.67,1.6,5.26,46.1,42.5,48.6,7.5,3,4.97,5.86
S23781,Female,21,Master,0.73,3.9,6.04,57.0,58.6,57.3,8.5,3,5.51,6.53
S23782,Male,23,PhD,0.6,2.5,8.18,52.9,49.2,58.0,6.4,5,7.99,8.2
S23783,Male,19,Master,0.8,5.3,5.45,59.4,70.3,63.5,8.6,2,5.07,5.63
S23784,Female,23,PhD,0.86,5.3,5.49,74.8,61.3,68.9,10.0,1,5.25,5.65
S23785,Male,20,PhD,0.88,2.0,8.46,63.5,50.5,55.0,9.1,1,8.01,9.16
S23786,Male,23,Bachelor,0.64,7.9,7.37,77.3,80.5,100.0,8.3,5,7.19,7.44
S23787,Male,22,High School,0.98,3.0,8.37,64.2,55.6,63.9,9.8,0,7.97,9.07
S23788,Female,20,High School,0.99,4.4,8.59,76.5,65.2,84.1,10.0,2,8.38,9.04
S23789,Male,17,PhD,0.71,2.0,6.7,56.7,53.0,60.2,8.7,3,6.33,6.77
S23790,Female,23,Master,0.66,2.0,8.43,52.7,43.9,55.6,8.0,4,7.81,8.72
S23791,Male,24,Master,0.98,4.1,7.14,78.2,73.8,72.3,10.0,1,6.61,7.46
S23792,Male,21,Bachelor,0.81,5.5,5.03,71.0,71.2,67.2,9.3,1,4.5,5.57
S23793,Female,22,Master,0.91,4.8,6.16,70.2,70.4,71.8,10.0,2,5.92,6.54
S23794,Female,22,PhD,0.83,2.4,6.31,54.4,57.6,50.6,8.4,2,5.64,6.99
S23795,Female,17,High School,0.74,6.4,8.26,82.4,78.8,92.5,8.5,4,7.58,8.69
S23796,Male,20,Master,0.79,7.1,9.36,73.6,80.0,95.1,8.3,4,9.19,9.76
S23797,Female,24,Bachelor,0.87,2.9,7.15,60.4,53.1,62.4,10.0,2,6.69,7.38
S23798,Female,20,PhD,0.79,1.3,9.01,49.1,48.7,43.3,8.3,2,8.51,9.62
S23799,Male,18,Master,0.92,2.5,8.53,67.8,64.4,54.8,9.5,2,8.27,9.19
S23800,Female,18,Bachelor,0.67,1.7,8.77,51.2,37.4,51.1,7.3,3,8.33,9.22
S23801,Female,23,Bachelor,0.95,2.9,9.1,82.8,72.0,67.7,10.0,2,8.85,9.47
S23802,Male,23,PhD,0.69,5.0,5.94,68.9,67.2,76.2,7.3,5,5.8,6.45
S23803,Female,23,Master,0.66,1.5,5.68,46.1,50.6,45.3,6.7,3,5.26,5.78
S23804,Female,24,PhD,0.81,1.8,9.4,60.1,49.0,59.9,8.4,3,8.97,9.81
S23805,Female,22,PhD,0.71,7.6,8.38,79.0,75.2,100.0,8.2,4,8.26,8.56
S23806,Male,23,High School,0.97,2.2,6.2,61.5,63.1,39.2,9.9,2,6.13,6.39
S23807,Male,22,Master,0.83,7.0,8.86,87.2,89.6,100.0,9.1,3,8.31,8.93
S23808,Female,24,High School,0.99,6.6,8.63,86.0,86.7,95.4,10.0,2,8.14,8.7
S23809,Female,22,PhD,0.78,6.1,5.04,80.1,71.8,76.0,9.2,2,4.52,5.55
S23810,Female,19,PhD,0.82,5.0,8.09,80.3,69.8,89.3,8.2,3,7.41,8.78
S23811,Female,20,PhD,0.84,6.4,7.38,82.5,78.9,89.0,10.0,3,7.28,7.59
S23812,Male,17,Bachelor,0.98,6.9,6.74,79.3,86.8,70.6,10.0,0,6.53,6.85
S23813,Male,20,Master,0.72,6.5,9.53,75.9,68.3,100.0,8.4,4,9.32,10.0
S23814,Female,21,PhD,0.93,7.1,9.69,94.2,95.4,100.0,10.0,2,9.5,10.0
S23815,Male,20,Master,0.8,3.6,6.25,67.9,55.2,68.3,9.4,2,6.08,6.65
S23816,Male,22,Master,0.93,5.0,9.51,76.5,68.6,77.7,10.0,2,9.0,9.81
S23817,Male,23,Master,0.74,3.1,5.28,50.6,46.1,49.4,9.1,3,5.16,5.67
S23818,Female,22,Master,0.74,7.0,9.84,83.4,81.6,100.0,8.4,4,9.46,10.0
S23819,Female,21,Bachelor,0.6,1.1,9.82,54.7,30.6,61.7,7.2,6,9.53,10.0
S23820,Female,23,PhD,0.77,3.1,7.75,58.2,57.7,71.6,9.6,4,7.14,8.29
S23821,Female,19,Bachelor,0.81,1.2,5.76,39.6,45.4,20.8,8.4,1,5.12,5.8
S23822,Female,18,PhD,0.99,1.1,6.29,72.4,53.1,49.7,10.0,0,6.14,6.34
S23823,Female,17,High School,0.88,6.9,9.49,95.0,86.9,100.0,10.0,1,8.94,9.7
S23824,Female,24,High School,0.67,6.1,8.39,84.6,71.9,100.0,8.3,4,7.9,8.46
S23825,Male,18,High School,0.91,1.7,6.84,71.4,60.2,54.1,10.0,2,6.24,7.41
S23826,Female,19,Master,0.8,7.3,9.52,94.4,97.7,100.0,8.4,1,8.84,9.91
S23827,Male,19,Master,0.64,7.1,6.25,77.2,77.0,95.1,7.2,4,6.13,6.54
S23828,Male,23,High School,0.84,5.5,6.61,76.8,79.1,69.9,8.7,1,6.08,7.12
S23829,Male,22,PhD,0.81,5.6,5.03,71.2,77.2,70.3,8.2,3,4.74,5.28
S23830,Male,17,High School,0.63,4.3,9.6,69.5,61.4,79.6,7.7,4,9.48,10.0
S23831,Male,20,Master,0.82,4.6,5.04,62.3,64.5,65.4,9.6,3,4.95,5.73
S23832,Female,22,Master,0.98,4.0,5.79,73.7,79.3,55.9,10.0,0,5.68,6.2
S23833,Male,19,Bachelor,0.76,7.2,9.0,86.0,85.0,100.0,8.5,4,8.5,9.41
S23834,Female,21,Bachelor,0.75,8.0,6.24,72.4,78.2,90.4,8.0,3,5.78,6.5
S23835,Male,21,Bachelor,1.0,3.5,9.01,79.6,73.8,72.4,10.0,2,8.56,9.58
S23836,Female,22,PhD,0.61,3.7,8.41,66.7,49.5,80.6,8.1,3,7.91,9.01
S23837,Female,24,High School,0.7,6.4,7.19,74.9,73.7,89.5,8.1,3,7.01,7.39
S23838,Male,18,Bachelor,0.76,2.4,9.72,67.6,52.1,80.1,9.4,2,9.36,10.0
S23839,Female,18,High School,0.64,6.5,8.44,72.3,71.2,99.0,6.5,4,7.87,9.02
S23840,Male,17,Master,0.76,2.4,9.4,62.7,62.4,56.3,9.3,4,8.96,9.86
S23841,Female,22,PhD,0.74,4.0,5.82,61.4,61.7,65.7,8.7,2,5.39,6.49
S23842,Female,20,PhD,0.95,1.3,8.83,64.0,58.7,56.9,10.0,2,8.26,9.06
S23843,Female,19,Bachelor,0.72,5.4,6.18,67.7,73.3,70.4,8.0,3,5.77,6.42
S23844,Male,19,Bachelor,0.71,5.9,8.03,74.5,66.4,88.5,8.9,2,8.02,8.57
S23845,Male,18,PhD,0.7,4.2,9.8,62.3,55.7,72.9,7.8,5,9.29,9.91
S23846,Male,22,PhD,0.65,2.8,5.02,47.5,42.5,41.6,8.4,3,4.69,5.3
S23847,Female,17,High School,0.79,7.6,5.04,79.7,86.3,89.2,9.8,3,4.47,5.28
S23848,Female,22,Bachelor,0.93,6.2,8.57,90.0,85.5,90.8,10.0,1,8.09,8.58
S23849,Female,23,Bachelor,0.64,3.3,9.29,56.3,39.9,75.7,6.9,4,8.96,9.82
S23850,Female,23,PhD,0.67,2.1,8.59,49.2,44.1,70.3,7.1,5,8.57,8.92
S23851,Male,23,Master,0.98,2.0,9.75,75.0,61.3,64.2,9.9,0,9.6,10.0
S23852,Male,22,High School,0.67,1.7,7.39,47.3,44.4,50.3,7.4,4,7.33,7.74
S23853,Male,18,High School,0.72,6.3,5.68,61.4,67.1,74.9,7.8,4,5.65,6.16
S23854,Female,18,Bachelor,0.99,4.4,5.95,79.1,72.1,70.0,10.0,0,5.44,6.63
S23855,Female,20,PhD,0.95,4.9,6.58,79.3,79.6,56.5,10.0,1,6.3,6.71
S23856,Male,20,Bachelor,0.78,6.0,5.31,66.5,76.7,62.7,7.9,2,4.66,5.91
S23857,Male,19,Master,0.89,1.4,9.08,63.6,52.8,54.1,10.0,2,8.79,9.09
S23858,Female,20,High School,0.81,5.7,6.83,77.9,71.6,85.6,8.4,2,6.8,7.25
S23859,Male,24,PhD,0.92,6.3,7.68,83.6,87.0,86.2,9.7,1,7.27,8.27
S23860,Female,20,High School,0.77,3.2,6.23,58.5,62.1,52.2,9.7,3,5.67,6.73
S23861,Female,17,Master,0.86,7.4,9.52,90.3,83.9,100.0,10.0,1,8.97,10.0
S23862,Male,21,Bachelor,0.62,6.7,8.19,75.3,71.5,94.7,6.4,5,7.66,8.35
S23863,Male,23,High School,0.64,4.9,8.62,74.0,60.0,93.2,7.5,4,8.51,9.24
S23864,Male,18,High School,0.75,3.7,8.61,71.9,61.6,71.6,8.6,3,8.09,9.07
S23865,Male,23,High School,0.8,6.0,9.23,81.3,84.4,95.9,8.5,2,9.16,9.4
S23866,Female,24,High School,0.85,4.8,7.2,74.1,73.2,66.3,8.8,2,7.0,7.29
S23867,Female,23,Bachelor,0.91,3.8,6.44,86.8,71.6,65.7,10.0,0,6.26,6.59
S23868,Male,22,High School,0.6,7.3,5.79,59.2,82.0,74.6,6.5,5,5.19,6.26
S23869,Male,17,Master,0.89,6.1,5.29,73.4,88.9,77.9,10.0,3,5.26,5.6
S23870,Female,17,Bachelor,0.87,5.7,8.62,84.4,78.5,85.4,9.3,1,8.6,9.07
S23871,Male,20,Master,0.79,2.1,9.87,68.5,52.3,68.3,9.8,2,9.18,10.0
S23872,Male,23,High School,0.81,6.2,5.2,75.0,73.2,79.8,9.0,1,4.78,5.28
S23873,Male,23,High School,0.81,5.1,5.09,62.0,67.6,53.4,9.6,3,4.63,5.16
S23874,Male,17,High School,0.8,4.6,7.7,79.3,65.1,84.8,8.5,2,7.03,8.36
S23875,Female,24,High School,0.91,5.2,5.61,75.6,83.7,68.0,10.0,2,5.37,5.97
S23876,Female,21,High School,0.61,5.8,5.66,56.9,67.8,64.8,6.3,5,5.14,6.3
S23877,Female,24,Bachelor,0.93,7.6,8.98,85.1,87.8,100.0,10.0,0,8.33,9.45
S23878,Female,20,Master,0.83,3.5,7.81,65.0,68.6,56.8,8.5,3,7.42,7.95
S23879,Female,24,Master,1.0,4.6,5.29,85.1,82.4,69.7,10.0,0,4.76,5.75
S23880,Male,17,High School,0.71,2.2,5.79,55.6,51.6,46.4,7.8,3,5.62,5.87
S23881,Female,20,Bachelor,0.75,2.2,9.62,65.6,62.3,64.8,8.9,2,9.33,9.81
S23882,Male,20,PhD,0.74,5.1,5.66,70.8,72.7,75.0,8.3,3,5.03,6.01
S23883,Female,17,High School,0.83,5.6,6.15,62.8,75.5,85.4,9.0,3,5.52,6.74
S23884,Female,22,PhD,0.99,2.6,5.4,61.1,63.4,34.9,10.0,1,4.97,6.01
S23885,Female,21,PhD,0.6,2.1,9.28,64.4,38.4,78.1,7.8,5,9.0,9.35
S23886,Female,20,Bachelor,0.89,2.6,7.36,62.5,60.0,48.0,9.6,3,6.78,7.98
S23887,Male,19,Master,0.79,3.5,8.18,56.3,53.1,59.8,9.8,4,7.71,8.4
S23888,Female,23,Bachelor,0.67,6.9,7.53,69.0,86.2,81.8,8.1,5,7.38,7.65
S23889,Male,20,Bachelor,0.84,7.9,5.26,78.3,90.2,81.0,9.7,1,4.69,5.43
S23890,Male,21,Master,0.89,6.6,5.17,76.6,92.9,75.9,10.0,3,4.93,5.72
S23891,Male,23,PhD,0.74,5.9,6.11,56.4,64.7,74.8,8.2,4,6.07,6.23
S23892,Female,21,PhD,0.74,3.2,9.07,64.6,60.3,67.1,8.8,3,8.76,9.21
S23893,Male,17,PhD,0.67,4.3,9.52,69.8,58.9,75.6,8.5,4,9.21,10.0
S23894,Male,22,High School,0.8,7.3,9.57,84.5,84.1,100.0,9.9,3,9.45,10.0
S23895,Male,22,High School,0.68,4.6,7.44,69.2,48.0,80.2,7.3,4,7.21,7.62
S23896,Female,18,Master,0.92,2.1,7.14,72.4,58.8,56.2,9.9,1,6.54,7.5
S23897,Male,18,PhD,0.73,4.0,8.1,64.4,61.3,75.0,9.0,2,7.96,8.36
S23898,Female,22,High School,0.97,5.4,7.74,74.5,81.8,81.3,9.9,2,7.62,8.34
S23899,Male,20,Master,0.62,4.4,8.55,68.2,58.2,83.3,8.0,3,7.92,8.62
S23900,Male,24,Master,0.62,7.2,5.83,72.6,72.1,97.1,7.3,3,5.43,5.88
S23901,Female,23,Bachelor,0.61,5.8,6.45,66.2,69.5,68.8,6.6,3,6.02,6.71
S23902,Female,19,Bachelor,0.74,5.5,6.84,68.5,75.6,76.1,8.4,4,6.82,7.11
S23903,Male,19,PhD,0.66,1.6,8.15,49.7,47.0,50.2,7.8,3,8.01,8.62
S23904,Female,21,Master,0.82,5.7,8.72,84.2,73.7,89.9,9.6,2,8.55,8.86
S23905,Female,17,PhD,0.77,2.3,6.83,56.1,50.2,42.8,9.5,2,6.63,7.41
S23906,Female,24,Master,0.77,3.9,7.29,69.7,56.1,67.6,9.6,3,6.64,7.31
S23907,Male,18,Master,0.93,3.8,6.89,74.0,70.3,59.4,10.0,0,6.75,7.06
S23908,Female,24,Master,0.98,4.3,7.69,85.1,79.8,79.4,10.0,0,7.49,8.32
S23909,Female,20,PhD,0.86,5.7,9.17,84.2,76.1,95.7,9.1,3,8.53,9.53
S23910,Female,24,PhD,0.74,3.2,9.4,67.7,54.4,61.6,8.6,3,8.89,9.41
S23911,Male,22,Master,0.84,6.8,6.54,76.8,81.1,79.8,9.0,2,5.89,6.78
S23912,Female,19,PhD,0.84,2.9,7.1,69.9,64.1,78.8,8.9,2,7.07,7.31
S23913,Female,17,High School,0.78,5.9,6.85,73.2,68.0,80.9,9.1,3,6.21,6.97
S23914,Female,21,PhD,0.86,5.8,6.03,74.1,72.3,73.1,9.6,2,5.96,6.25
S23915,Male,23,Bachelor,0.92,3.3,5.02,66.9,67.3,47.5,10.0,1,4.4,5.66
S23916,Male,18,High School,0.62,7.5,5.96,72.2,70.1,99.7,7.9,5,5.93,6.39
S23917,Female,17,PhD,0.66,6.7,8.96,80.5,68.9,100.0,7.5,3,8.93,8.98
S23918,Female,19,Master,0.97,3.6,7.71,64.5,73.2,66.3,10.0,1,7.48,8.23
S23919,Female,21,Bachelor,0.81,4.8,7.32,84.2,77.4,83.2,9.1,1,6.94,7.42
S23920,Male,22,Master,0.89,4.8,9.66,85.8,75.0,78.6,10.0,2,9.48,9.81
S23921,Female,18,Bachelor,0.9,1.6,7.19,53.3,50.5,49.9,10.0,3,6.82,7.69
S23922,Female,17,Bachelor,0.8,4.7,7.61,67.8,66.0,65.6,8.2,1,7.38,8.07
S23923,Male,24,High School,0.65,6.2,9.87,73.4,73.3,100.0,8.3,4,9.28,10.0
S23924,Female,21,PhD,0.91,2.2,5.93,65.6,63.9,50.3,9.9,2,5.39,6.29
S23925,Female,17,Master,0.95,4.7,5.21,67.6,83.4,47.1,10.0,0,5.06,5.64
S23926,Female,22,PhD,0.64,5.5,5.15,55.7,61.1,71.1,6.7,3,4.79,5.52
S23927,Female,24,PhD,0.64,5.9,9.59,74.5,68.9,100.0,7.9,5,8.94,9.76
S23928,Female,17,Master,0.96,4.7,7.22,83.2,78.8,80.2,10.0,0,7.03,7.22
S23929,Male,24,High School,0.65,3.1,5.26,56.2,47.5,51.3,8.4,4,4.79,5.31
S23930,Female,21,Bachelor,0.77,4.5,7.2,64.8,67.1,76.5,9.5,4,6.6,7.48
S23931,Female,17,Bachelor,0.65,4.0,6.82,58.7,57.5,82.2,6.8,5,6.28,6.99
S23932,Male,17,Bachelor,0.63,5.3,6.98,57.7,54.7,80.5,6.5,5,6.35,7.2
S23933,Male,20,High School,0.62,1.8,9.4,58.4,43.6,66.6,6.9,4,9.13,9.43
S23934,Male,22,High School,0.74,6.9,7.84,83.7,74.2,94.4,9.3,3,7.36,8.31
S23935,Male,20,Master,0.66,7.2,5.16,63.8,71.5,95.4,7.2,5,4.75,5.44
S23936,Female,18,Master,0.97,5.0,9.28,88.5,77.2,87.9,9.9,1,9.19,9.73
S23937,Female,17,Master,0.92,2.7,8.47,69.1,69.5,46.6,10.0,0,8.21,8.76
S23938,Male,23,Bachelor,0.97,3.9,5.32,75.6,75.7,58.2,10.0,1,4.79,5.57
S23939,Male,22,Master,0.87,2.3,7.03,67.7,61.3,62.2,10.0,2,6.93,7.48
S23940,Female,17,PhD,0.92,2.8,6.8,65.4,66.7,59.1,9.9,2,6.3,7.22
S23941,Male,19,Bachelor,0.87,3.1,5.92,61.1,65.7,49.7,9.5,1,5.27,6.53
S23942,Female,22,Bachelor,0.67,4.6,7.67,63.4,56.0,75.2,8.5,5,7.03,7.77
S23943,Female,21,Master,0.82,7.0,6.14,79.8,85.1,83.5,9.7,2,6.02,6.39
S23944,Male,19,Bachelor,0.61,7.7,8.97,79.9,83.0,100.0,6.7,5,8.65,9.61
S23945,Female,18,High School,0.84,6.3,5.88,68.5,85.8,69.3,9.0,1,5.8,6.14
S23946,Female,17,PhD,0.64,4.2,5.39,53.2,49.5,62.1,7.0,4,4.92,6.02
S23947,Male,24,PhD,0.62,6.8,6.76,73.0,67.2,95.0,7.9,3,6.23,6.95
S23948,Male,21,High School,0.77,6.5,8.62,83.3,79.0,97.0,9.6,4,8.14,9.07
S23949,Female,23,PhD,0.72,5.0,5.77,54.4,64.6,55.2,7.7,4,5.67,6.25
S23950,Female,18,High School,0.93,1.8,7.37,70.9,62.6,40.2,10.0,1,6.94,7.61
S23951,Female,20,Master,0.86,1.7,5.46,49.4,47.9,36.4,9.3,1,5.43,5.73
S23952,Male,18,Bachelor,0.68,1.4,8.14,53.4,37.4,56.8,6.9,3,7.97,8.67
S23953,Female,21,Bachelor,0.79,3.4,8.25,65.0,59.2,63.7,8.9,2,8.13,8.55
S23954,Male,21,PhD,0.92,6.3,9.31,91.0,89.7,92.1,10.0,1,9.1,9.76
S23955,Male,23,Master,0.97,7.6,9.55,100.0,92.6,100.0,10.0,0,9.48,10.0
S23956,Female,17,PhD,0.62,7.7,9.87,78.5,72.1,100.0,8.2,3,9.81,10.0
S23957,Female,20,Bachelor,0.79,2.1,8.14,63.2,48.2,52.9,9.8,4,8.01,8.39
S23958,Male,21,Bachelor,0.74,7.2,9.01,83.0,84.0,100.0,8.3,3,8.5,9.47
S23959,Female,23,Master,0.86,6.9,9.07,95.9,74.2,96.4,10.0,2,8.89,9.63
S23960,Male,24,Master,0.76,1.4,5.58,55.9,43.5,50.2,8.6,3,4.93,6.26
S23961,Female,23,Bachelor,0.96,1.3,6.67,64.4,48.2,47.9,9.7,1,6.41,7.34
S23962,Female,17,Bachelor,0.87,6.2,8.06,85.2,79.9,90.3,10.0,2,7.58,8.09
S23963,Female,24,Bachelor,0.61,1.2,6.79,37.8,42.7,24.0,6.9,5,6.11,7.37
